application_id,family_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,years_in_forest_area,caste_certificate,id_proofs,residence_proofs,dependence_proofs,gram_sabha_resolution,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,document_completeness,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,application_date,application_status,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000211,FAM-458570B2,Rakesh Sharma,67,Male,Madhya Pradesh,Bastar,Village_53,Munda,ST,True,6,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,7,4,1.47,Water Bodies,False,Partial,0.62,0.574,0.261,2025-03-28,Approved,2025-04-13,Rejected,19.387532,85.965001,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000212,FAM-AD508C31,Anita Kumari,35,Female,Andhra Pradesh,Kandhamal,Village_79,Ho,ST,True,37,True,Voter ID|Ration Card,Gram Sabha Cert,,True,2,2,2.53,Agricultural,True,Community Testimony,0.729,0.949,0.328,2025-07-27,Rejected - Multiple Claims,2025-08-28,Approved with Conditions,18.076366,83.030053,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000213,FAM-A7BA6ABE,Rita Gupta,38,Female,Andhra Pradesh,Rayagada,Village_79,Kondh,ST,True,7,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,7,3,2.91,Community Forest Resource,False,Community Testimony,0.704,0.788,0.249,2025-08-17,Approved,2025-09-24,Approved with Conditions,23.463843,85.487628,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000214,FAM-3832C29E,Anita Kumari,25,Female,Odisha,Koraput,Village_60,Kondh,ST,True,48,True,Voter ID|PAN,Electricity Bill,,True,6,2,1.95,Community Forest Resource,False,Partial,0.605,0.601,0.113,2025-05-10,Approved,2025-06-10,Approved,17.910694,78.332678,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000215,FAM-27871EB1,Suresh Prasad,37,Male,Jharkhand,Kandhamal,Village_87,Munda,ST,True,31,True,Aadhaar|PAN,Ration Card,,True,7,2,2.19,Grazing,False,Community Testimony,0.785,0.907,0.371,2025-09-10,Approved,2025-10-13,Rejected,21.287084,76.707412,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000216,FAM-5AD47ECE,Sunita Devi,34,Female,Jharkhand,Koraput,Village_44,Munda,OTFD,False,116,False,Voter ID|PAN,Gram Sabha Cert,Voter List|School Cert,True,4,1,2.58,Community Forest Resource,False,Community Testimony,0.884,0.636,0.035,2025-06-15,Approved,2025-07-26,Rejected,19.418546,75.459007,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000217,FAM-AA44A7C0,Raman Kumar,53,Male,Maharashtra,Koraput,Village_62,Ho,OTFD,False,85,False,Voter ID|Ration Card,Electricity Bill,Gram Sabha Cert|Land Record,True,5,3,1.59,Community Forest Resource,False,Complete,0.929,0.969,0.271,2025-04-24,Approved,2025-05-10,Rejected,23.918482,75.505868,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000218,FAM-ACF804F4,Rakesh Sharma,30,Male,Jharkhand,Bastar,Village_6,Kondh,ST,True,34,True,PAN|Aadhaar,Gram Sabha Cert,,True,3,2,3.15,Habitation,False,Partial,0.715,0.766,0.309,2025-02-09,Pending - Gram Sabha,2025-02-28,Approved,17.122054,82.098285,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000219,FAM-E4FC48E1,Rakesh Sharma,47,Male,Maharashtra,Kandhamal,Village_35,Gond,ST,True,46,True,PAN|Ration Card,Ration Card,,True,2,0,1.1,Community Forest Resource,False,Community Testimony,0.816,0.525,0.012,2025-01-04,Pending - Gram Sabha,2025-01-31,Approved with Conditions,20.135334,83.160809,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000220,FAM-D3B652ED,Rita Gupta,47,Female,Jharkhand,Kandhamal,Village_26,Ho,OTFD,False,81,False,Ration Card|PAN,Ration Card,Old Ration Card|Voter List,True,3,2,0.84,Community Forest Resource,False,Medical Certificate Alternative,0.788,0.974,0.057,2025-05-12,Pending - Gram Sabha,2025-06-08,Approved with Conditions,20.626265,74.393434,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000221,FAM-62BAD005,Seeta Sharma,54,Female,Chhattisgarh,Kandhamal,Village_99,Santhal,ST,True,39,True,Voter ID|PAN,Ration Card,,True,6,1,1.92,Agricultural,False,Complete,0.917,0.766,0.16,2025-04-20,Under Review,2025-05-12,Approved with Conditions,20.070532,78.429284,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000222,FAM-E4C0DB53,Seeta Sharma,61,Female,Jharkhand,Dantewada,Village_89,Gond,OTFD,False,87,False,Aadhaar|PAN,Gram Sabha Cert,Land Record|Voter List,True,6,3,0.9,Water Bodies,False,Complete,0.929,0.588,0.382,2025-02-22,Approved,2025-04-04,Approved with Conditions,20.954361,82.582142,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000223,FAM-DC1D1A2B,Rakesh Sharma,65,Male,Odisha,Rayagada,Village_85,Gond,ST,True,29,True,PAN|Voter ID,Gram Sabha Cert,,True,2,4,2.52,Habitation,False,Community Testimony,0.72,0.897,0.272,2025-06-03,Under Review,2025-07-06,Rejected,20.233579,75.658224,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000224,FAM-873C466A,Rita Gupta,28,Female,Odisha,Dantewada,Village_46,Kondh,ST,True,19,True,Aadhaar|Ration Card,Electricity Bill,,True,6,3,2.96,Grazing,False,Medical Certificate Alternative,0.762,0.718,0.084,2025-08-05,Approved,2025-08-26,Approved with Conditions,23.719701,76.005475,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000225,FAM-4D154EC2,Suresh Prasad,25,Male,Odisha,Koraput,Village_19,Munda,OTFD,False,118,False,Ration Card|Aadhaar,Ration Card,School Cert|Voter List,True,5,4,3.51,Water Bodies,False,Partial,0.782,0.712,0.328,2025-06-08,Under Review,2025-06-28,Approved,21.623508,85.008451,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000226,FAM-C02ACC84,Seeta Sharma,59,Female,Maharashtra,Kandhamal,Village_5,Kondh,ST,True,37,True,Ration Card|PAN,Electricity Bill,,True,6,4,0.9,Grazing,False,Complete,0.657,0.866,0.393,2025-08-17,Under Review,2025-09-03,Approved,18.96185,82.198617,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000227,FAM-8ED99692,Rakesh Sharma,62,Male,Jharkhand,Dantewada,Village_7,Santhal,OTFD,False,110,False,Aadhaar|Voter ID,Electricity Bill,Land Record|Voter List,True,6,2,2.51,Community Forest Resource,False,Community Testimony,0.716,0.518,0.369,2025-05-24,Pending - Gram Sabha,2025-07-03,Approved,22.0344,81.515834,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000228,FAM-F1F15535,Rita Gupta,26,Female,Jharkhand,Bastar,Village_11,Gond,ST,True,33,True,Aadhaar|Voter ID,Electricity Bill,,True,4,1,0.96,Community Forest Resource,False,Community Testimony,0.606,0.556,0.07,2025-03-22,Pending - Gram Sabha,2025-04-20,Approved with Conditions,23.260222,77.070546,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000229,FAM-DAFA5F41,Mahesh Singh,30,Male,Chhattisgarh,Dantewada,Village_20,Munda,ST,True,49,True,Ration Card|Voter ID,Ration Card,,True,5,2,2.81,Habitation,False,Community Testimony,0.622,0.632,0.328,2025-03-15,Approved,2025-04-11,Approved with Conditions,22.969204,83.781562,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000230,FAM-30389F4F,Seeta Sharma,55,Female,Jharkhand,Rayagada,Village_68,Munda,ST,True,1,True,PAN|Voter ID,Electricity Bill,,True,4,0,2.87,Water Bodies,False,Complete,0.639,0.766,0.142,2025-05-11,Under Review,2025-06-03,Approved with Conditions,22.234746,79.084999,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000231,FAM-A14E2FF8,Rakesh Sharma,37,Male,Maharashtra,Kandhamal,Village_87,Gond,OTFD,False,96,False,Aadhaar|PAN,Ration Card,Old Ration Card|Gram Sabha Cert,True,2,4,1.94,Water Bodies,False,Medical Certificate Alternative,0.741,0.863,0.101,2025-01-20,Approved,2025-02-06,Rejected,24.151736,76.818721,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000232,FAM-B5ACD838,Raman Kumar,30,Male,Maharashtra,Rayagada,Village_49,Ho,ST,True,12,True,Aadhaar|PAN,Ration Card,,True,8,0,1.39,Grazing,False,Complete,0.856,0.961,0.111,2025-06-09,Under Review,2025-06-29,Approved with Conditions,23.216848,78.976387,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000233,FAM-951EBEDE,Mahesh Singh,41,Male,Chhattisgarh,Bastar,Village_9,Munda,ST,True,13,True,Ration Card|Aadhaar,Gram Sabha Cert,,True,2,0,2.22,Habitation,False,Medical Certificate Alternative,0.687,0.822,0.365,2025-05-04,Pending - Gram Sabha,2025-05-20,Rejected,22.820361,84.104083,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000234,FAM-171972C2,Anita Kumari,66,Female,Andhra Pradesh,Koraput,Village_5,Munda,ST,True,18,True,Voter ID|PAN,Electricity Bill,,True,2,3,3.67,Water Bodies,True,Medical Certificate Alternative,0.791,0.702,0.291,2025-02-18,Rejected - Multiple Claims,2025-03-12,Rejected,23.543813,80.266862,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000235,FAM-6B8CB7BF,Geeta Singh,68,Female,Jharkhand,Bastar,Village_8,Kondh,ST,True,24,True,PAN|Aadhaar,Electricity Bill,,True,7,2,3.16,Community Forest Resource,False,Partial,0.822,0.984,0.264,2025-07-04,Under Review,2025-08-08,Approved with Conditions,17.6789,82.226286,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000236,FAM-4FCF1848,Raman Kumar,37,Male,Odisha,Dantewada,Village_31,Munda,OTFD,False,100,False,Aadhaar|PAN,Gram Sabha Cert,Medical Record|Voter List,True,8,4,2.37,Grazing,False,Complete,0.615,0.528,0.315,2025-07-04,Approved,2025-07-25,Approved with Conditions,24.520718,85.3126,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000237,FAM-B31F4C47,Raman Kumar,27,Male,Andhra Pradesh,Rayagada,Village_63,Kondh,ST,True,31,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,2,0,2.77,Agricultural,False,Complete,0.962,0.91,0.039,2025-03-27,Pending - Gram Sabha,2025-04-29,Approved,20.977148,84.389278,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000238,FAM-08AD9142,Ramesh Yadav,46,Male,Andhra Pradesh,Bastar,Village_42,Kondh,ST,True,44,True,Voter ID|Ration Card,Ration Card,,True,5,1,3.17,Water Bodies,False,Complete,0.648,0.571,0.166,2025-06-18,Pending - Gram Sabha,2025-07-08,Rejected,17.325591,75.299582,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000239,FAM-896E6AA3,Anita Kumari,26,Female,Madhya Pradesh,Koraput,Village_1,Kondh,OTFD,False,87,False,Aadhaar|PAN,Gram Sabha Cert,Land Record|Medical Record,True,2,4,1.96,Grazing,False,Partial,0.657,0.635,0.18,2025-03-20,Approved,2025-04-26,Approved,22.73759,81.956648,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000240,FAM-DB8A6804,Geeta Singh,51,Female,Odisha,Dantewada,Village_31,Gond,ST,True,8,True,Aadhaar|PAN,Electricity Bill,,True,7,3,3.52,Water Bodies,False,Medical Certificate Alternative,0.908,0.83,0.111,2025-02-26,Approved,2025-03-17,Approved with Conditions,18.410591,82.711854,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000241,FAM-751229B2,Geeta Singh,38,Female,Madhya Pradesh,Kandhamal,Village_43,Ho,ST,True,49,True,Ration Card|Aadhaar,Ration Card,,True,4,3,3.09,Water Bodies,False,Complete,0.794,0.558,0.358,2025-08-19,Pending - Gram Sabha,2025-09-21,Approved,22.976694,85.678846,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000242,FAM-0607E9B9,Mahesh Singh,39,Male,Odisha,Rayagada,Village_95,Munda,ST,True,13,True,Ration Card|Aadhaar,Ration Card,,True,5,1,2.15,Grazing,True,Medical Certificate Alternative,0.658,0.964,0.182,2025-07-12,Rejected - Multiple Claims,2025-07-31,Rejected,19.868721,77.506029,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000243,FAM-547FBADE,Rakesh Sharma,28,Male,Jharkhand,Rayagada,Village_15,Munda,ST,True,30,True,Ration Card|Aadhaar,Electricity Bill,,True,3,4,1.27,Community Forest Resource,False,Partial,0.831,0.776,0.092,2025-09-16,Under Review,2025-10-28,Approved with Conditions,23.695912,77.629221,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000244,FAM-C6BE7663,Suresh Prasad,45,Male,Madhya Pradesh,Dantewada,Village_29,Ho,OTFD,False,85,False,Aadhaar|Voter ID,Ration Card,Old Ration Card|Voter List,True,2,4,3.07,Water Bodies,True,Medical Certificate Alternative,0.792,0.899,0.329,2025-08-16,Rejected - Multiple Claims,2025-09-07,Approved,22.545279,79.286035,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000245,FAM-D9B257FB,Geeta Singh,40,Female,Andhra Pradesh,Koraput,Village_3,Munda,ST,True,43,True,PAN|Aadhaar,Gram Sabha Cert,,True,8,2,2.11,Water Bodies,False,Complete,0.991,0.732,0.055,2025-07-06,Pending - Gram Sabha,2025-08-15,Rejected,20.714366,82.23423,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000246,FAM-8B779D8B,Ramesh Yadav,69,Male,Jharkhand,Dantewada,Village_5,Santhal,OTFD,False,103,False,PAN|Ration Card,Gram Sabha Cert,Land Record|Gram Sabha Cert,True,5,2,3.28,Agricultural,False,Community Testimony,0.894,0.527,0.378,2025-06-02,Pending - Gram Sabha,2025-06-20,Approved with Conditions,21.953068,78.752425,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000247,FAM-699B2333,Rakesh Sharma,70,Male,Chhattisgarh,Rayagada,Village_43,Gond,ST,True,35,True,Aadhaar|PAN,Electricity Bill,,True,4,0,3.08,Water Bodies,False,Partial,0.901,0.88,0.128,2025-09-22,Under Review,2025-10-20,Approved,19.98251,79.881338,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000248,FAM-418C9313,Ramesh Yadav,70,Male,Maharashtra,Dantewada,Village_38,Munda,ST,True,40,True,PAN|Ration Card,Gram Sabha Cert,,True,2,1,3.33,Agricultural,False,Medical Certificate Alternative,0.635,0.695,0.072,2025-02-06,Approved,2025-03-01,Approved with Conditions,18.203985,76.65533,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000249,FAM-EDC86250,Mahesh Singh,51,Male,Andhra Pradesh,Dantewada,Village_17,Munda,OTFD,False,98,False,Ration Card|Voter ID,Gram Sabha Cert,Gram Sabha Cert|Old Ration Card,True,8,2,1.52,Agricultural,True,Partial,0.934,0.76,0.134,2025-06-21,Rejected - Multiple Claims,2025-07-26,Approved with Conditions,21.746858,83.059227,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000250,FAM-308AF5A6,Seeta Sharma,44,Female,Maharashtra,Rayagada,Village_40,Gond,OTFD,False,92,False,Voter ID|Ration Card,Electricity Bill,Medical Record|Old Ration Card,True,7,1,1.02,Community Forest Resource,False,Partial,0.847,0.58,0.214,2025-03-27,Approved,2025-05-03,Approved,18.903243,74.534969,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000251,FAM-89F169C6,Ramesh Yadav,41,Male,Jharkhand,Rayagada,Village_27,Ho,ST,True,46,True,Aadhaar|PAN,Electricity Bill,,True,4,1,3.92,Habitation,False,Partial,0.813,0.561,0.01,2025-03-15,Under Review,2025-04-28,Approved,24.761201,81.099893,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000252,FAM-C487FAAE,Seeta Sharma,43,Female,Maharashtra,Rayagada,Village_73,Munda,ST,True,22,True,Aadhaar|PAN,Electricity Bill,,True,2,4,3.65,Habitation,False,Complete,0.723,0.701,0.336,2025-06-03,Under Review,2025-06-28,Rejected,18.561198,80.84364,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000253,FAM-60105618,Anita Kumari,26,Female,Odisha,Dantewada,Village_58,Kondh,OTFD,False,108,False,Ration Card|Aadhaar,Electricity Bill,Medical Record|Land Record,True,4,2,2.62,Agricultural,False,Community Testimony,0.759,0.858,0.171,2025-06-01,Under Review,2025-06-25,Approved with Conditions,24.820189,85.365923,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000254,FAM-3F84CC62,Seeta Sharma,53,Female,Jharkhand,Rayagada,Village_94,Munda,ST,True,47,True,Ration Card|Aadhaar,Gram Sabha Cert,,True,5,2,2.59,Habitation,False,Medical Certificate Alternative,0.995,0.763,0.134,2025-07-03,Pending - Gram Sabha,2025-07-18,Approved with Conditions,18.399144,80.00756,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000255,FAM-9FD42319,Suresh Prasad,36,Male,Madhya Pradesh,Kandhamal,Village_71,Munda,ST,True,3,True,PAN|Ration Card,Electricity Bill,,True,7,2,2.23,Grazing,False,Complete,0.662,0.65,0.256,2025-08-04,Pending - Gram Sabha,2025-09-08,Approved with Conditions,18.434978,85.788312,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000256,FAM-9C018B96,Raman Kumar,42,Male,Madhya Pradesh,Koraput,Village_77,Santhal,OTFD,False,113,False,Ration Card|PAN,Electricity Bill,Medical Record|Voter List,True,4,1,3.91,Agricultural,False,Complete,0.938,0.581,0.023,2025-08-23,Under Review,2025-09-11,Approved,19.181363,79.453682,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000257,FAM-E43CF097,Sunita Devi,43,Female,Jharkhand,Dantewada,Village_82,Kondh,OTFD,False,108,False,Voter ID|PAN,Ration Card,Old Ration Card|Land Record,True,6,2,3.13,Water Bodies,False,Community Testimony,0.931,0.842,0.12,2025-06-04,Pending - Gram Sabha,2025-07-06,Approved,17.103181,80.73622,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000258,FAM-F12EC4D5,Seeta Sharma,46,Female,Chhattisgarh,Koraput,Village_28,Gond,ST,True,33,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,4,2,2.65,Water Bodies,False,Complete,0.767,0.958,0.047,2025-01-16,Approved,2025-02-11,Approved,23.53631,85.566443,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000259,FAM-4A9C101F,Anita Kumari,70,Female,Jharkhand,Koraput,Village_96,Kondh,ST,True,15,True,Voter ID|PAN,Ration Card,,True,5,3,2.91,Community Forest Resource,False,Partial,0.992,0.712,0.305,2025-02-01,Approved,2025-03-12,Approved,18.570808,74.426305,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000260,FAM-216E0065,Ramesh Yadav,32,Male,Jharkhand,Koraput,Village_9,Santhal,OTFD,False,118,False,Aadhaar|Ration Card,Ration Card,Land Record|School Cert,True,8,4,2.56,Habitation,False,Community Testimony,0.612,0.573,0.298,2025-06-12,Under Review,2025-07-02,Rejected,21.903651,80.56382,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000261,FAM-3EE4BFE1,Rakesh Sharma,38,Male,Andhra Pradesh,Rayagada,Village_37,Gond,ST,True,49,True,Aadhaar|PAN,Ration Card,,True,5,3,3.73,Water Bodies,False,Medical Certificate Alternative,0.747,0.795,0.176,2025-03-27,Approved,2025-04-22,Approved,21.114008,79.298514,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000262,FAM-DCA5C792,Sunita Devi,54,Female,Odisha,Dantewada,Village_18,Munda,OTFD,False,99,False,PAN|Ration Card,Gram Sabha Cert,Old Ration Card|Gram Sabha Cert,True,4,3,1.65,Agricultural,False,Medical Certificate Alternative,0.84,0.656,0.39,2025-04-18,Under Review,2025-05-16,Approved,23.85419,85.63181,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000263,FAM-7FE6FA9F,Anita Kumari,25,Female,Andhra Pradesh,Bastar,Village_87,Kondh,OTFD,False,101,False,Ration Card|PAN,Gram Sabha Cert,Gram Sabha Cert|Old Ration Card,True,6,3,0.92,Grazing,False,Complete,0.897,0.946,0.067,2025-04-11,Under Review,2025-05-02,Approved,18.862957,79.521155,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000264,FAM-08E4003F,Seeta Sharma,47,Female,Madhya Pradesh,Dantewada,Village_52,Munda,ST,True,33,True,PAN|Aadhaar,Electricity Bill,,True,2,1,0.88,Community Forest Resource,False,Partial,0.851,0.567,0.04,2025-02-16,Approved,2025-03-24,Approved with Conditions,21.836671,78.250427,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000265,FAM-2DEECCC4,Raman Kumar,67,Male,Maharashtra,Bastar,Village_60,Gond,ST,True,19,True,Ration Card|Voter ID,Gram Sabha Cert,,True,8,3,1.42,Community Forest Resource,False,Complete,0.981,0.516,0.172,2025-07-15,Approved,2025-08-09,Approved with Conditions,20.67725,74.427177,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000266,FAM-E644095B,Anita Kumari,56,Female,Madhya Pradesh,Rayagada,Village_40,Munda,ST,True,32,True,Aadhaar|PAN,Gram Sabha Cert,,True,5,4,2.22,Water Bodies,False,Medical Certificate Alternative,0.79,0.927,0.203,2025-05-16,Under Review,2025-06-18,Rejected,19.82211,86.711178,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000267,FAM-FB118CD1,Rakesh Sharma,27,Male,Chhattisgarh,Kandhamal,Village_45,Ho,ST,True,2,True,PAN|Voter ID,Ration Card,,True,8,2,2.0,Community Forest Resource,False,Complete,0.864,0.624,0.259,2025-02-23,Pending - Gram Sabha,2025-03-12,Approved,19.700754,74.256256,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000268,FAM-7D91C097,Seeta Sharma,61,Female,Maharashtra,Bastar,Village_35,Kondh,ST,True,45,True,Ration Card|PAN,Ration Card,,True,6,2,3.95,Grazing,False,Community Testimony,0.829,0.904,0.04,2025-04-11,Pending - Gram Sabha,2025-05-11,Approved,21.918623,78.723346,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000269,FAM-A400207D,Sunita Devi,59,Female,Chhattisgarh,Kandhamal,Village_34,Kondh,ST,True,20,True,Ration Card|Aadhaar,Gram Sabha Cert,,True,4,0,3.1,Agricultural,False,Complete,0.837,0.637,0.227,2025-08-14,Pending - Gram Sabha,2025-09-04,Rejected,23.589912,80.560314,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000270,FAM-D4820E24,Anita Kumari,51,Female,Madhya Pradesh,Kandhamal,Village_80,Ho,ST,True,30,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,8,3,2.96,Habitation,False,Partial,0.864,0.912,0.375,2025-09-26,Under Review,2025-10-30,Rejected,22.812921,74.778462,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000271,FAM-66E2C74A,Anita Kumari,40,Female,Chhattisgarh,Kandhamal,Village_56,Munda,ST,True,21,True,Aadhaar|PAN,Ration Card,,True,3,2,3.46,Community Forest Resource,False,Partial,0.703,0.801,0.162,2025-03-07,Approved,2025-03-22,Approved with Conditions,20.883059,86.88681,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000272,FAM-5476F291,Suresh Prasad,35,Male,Jharkhand,Rayagada,Village_4,Santhal,ST,True,18,True,Voter ID|PAN,Ration Card,,True,7,0,3.87,Grazing,False,Complete,0.944,0.542,0.241,2025-07-12,Approved,2025-08-17,Approved with Conditions,24.545297,83.415048,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000273,FAM-ED6CF72D,Rakesh Sharma,57,Male,Odisha,Dantewada,Village_86,Ho,ST,True,50,True,PAN|Voter ID,Ration Card,,True,3,0,1.33,Agricultural,False,Community Testimony,0.732,0.792,0.156,2025-04-14,Pending - Gram Sabha,2025-05-05,Approved,18.712869,77.569115,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000274,FAM-7B3BCFF2,Ramesh Yadav,59,Male,Jharkhand,Koraput,Village_41,Ho,ST,True,28,True,Ration Card|PAN,Ration Card,,True,7,0,3.87,Habitation,False,Community Testimony,0.929,0.511,0.387,2025-01-27,Pending - Gram Sabha,2025-03-06,Rejected,24.339658,82.730782,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000275,FAM-0C398819,Geeta Singh,65,Female,Andhra Pradesh,Kandhamal,Village_88,Kondh,ST,True,35,True,Voter ID|Ration Card,Electricity Bill,,True,3,3,0.53,Grazing,False,Community Testimony,0.72,0.968,0.303,2025-04-28,Under Review,2025-06-10,Rejected,19.537475,84.559221,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000276,FAM-69F68ABA,Mahesh Singh,30,Male,Madhya Pradesh,Bastar,Village_95,Munda,OTFD,False,97,False,Ration Card|Aadhaar,Ration Card,Gram Sabha Cert|Medical Record,True,8,1,2.27,Community Forest Resource,False,Community Testimony,0.781,0.514,0.021,2025-03-21,Pending - Gram Sabha,2025-04-19,Approved,20.205295,82.167852,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000277,FAM-EB677A29,Raman Kumar,35,Male,Chhattisgarh,Dantewada,Village_92,Gond,ST,True,39,True,Ration Card|Voter ID,Electricity Bill,,True,8,4,2.17,Habitation,False,Community Testimony,0.92,0.599,0.166,2025-07-13,Approved,2025-08-27,Approved,17.165877,74.298611,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000278,FAM-6D003266,Raman Kumar,54,Male,Chhattisgarh,Kandhamal,Village_90,Gond,ST,True,4,True,Ration Card|PAN,Electricity Bill,,True,5,3,2.6,Habitation,True,Community Testimony,0.668,0.784,0.006,2025-09-14,Rejected - Multiple Claims,2025-10-23,Approved,18.795872,76.64089,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000279,FAM-DA910855,Geeta Singh,56,Female,Madhya Pradesh,Rayagada,Village_56,Gond,OTFD,False,114,False,Voter ID|Ration Card,Gram Sabha Cert,Gram Sabha Cert|School Cert,True,7,3,1.96,Grazing,False,Complete,0.716,0.631,0.247,2025-06-19,Approved,2025-07-25,Approved,17.082562,75.731664,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000280,FAM-BAEA3BD7,Anita Kumari,70,Female,Madhya Pradesh,Bastar,Village_95,Ho,ST,True,17,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,6,4,0.71,Community Forest Resource,False,Medical Certificate Alternative,0.963,0.998,0.376,2025-01-01,Pending - Gram Sabha,2025-01-24,Approved with Conditions,19.420059,79.131059,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000281,FAM-59896B0F,Rakesh Sharma,36,Male,Jharkhand,Rayagada,Village_65,Munda,ST,True,22,True,Ration Card|Aadhaar,Ration Card,,True,4,4,1.61,Water Bodies,False,Community Testimony,0.647,0.522,0.051,2025-06-14,Under Review,2025-07-08,Approved with Conditions,21.135781,79.66508,2025-09-06 06:35:24,2025-09-06 06:35:24
